Title: THE FIRST ANGELS MESSAGE MLOLONGO DAY 2
Video ID: orAyQsInwGw
URL: https://www.youtube.com/watch?v=orAyQsInwGw
[265.9s] [Music]
[275.1s] [Music]
[291.5s] [Music]
[322.9s] a
[326.9s] [Music]
[336.9s] a
[364.6s] um
[366.1s] [Music]
[371.2s] [Music]
[477.7s] [Music]
[492.2s] [Music]
[542.5s] [Music]
[551.8s] [Applause]
[587.0s] [Music]
[645.3s] [Music]
[652.7s] [Music]
[659.7s] [Music]
[678.9s] [Music]
[696.1s] [Music]
[797.9s] [Music]
[833.0s] [Music]
[837.6s] [Applause]
[962.5s] [Applause]
[1013.4s] [Music]
[1022.7s] hey
[1046.4s] [Music]
[1058.4s] [Music]
[1066.9s] [Music]
[1131.5s] [Music]
[1135.0s] [Applause]
[1148.6s] foreign
[1175.1s] [Music]
[1195.2s] [Music]
[1207.0s] [Music]
[1247.8s] [Music]
[1288.8s] [Music]
[1305.2s] [Music]
[1359.8s] [Music]
[1430.2s] [Music]
[1435.5s] [Music]
[1441.3s] is
[1505.4s] [Music]
[1527.8s] [Music]
[1590.2s] [Music]
[1601.4s] you learn the name of the days uh-huh do
[1604.4s] you not know them in order
[1606.7s] can you spend them properly hey if not
[1610.5s] here are
[1618.8s] [Music]
[1623.5s] sunday
[1624.7s] is
[1670.3s] [Music]
[1688.0s] [Music]
[1705.7s] saturday is the seventh day of the week
[1709.0s] at this saturday is the seventh day of
[1713.7s] the week
[1792.0s] foreign
[1903.1s] [Music]
[1924.8s] [Music]
[2035.7s] [Music]
[2049.0s] [Music]
[2061.3s] [Music]
[2114.9s] enjoy
[2120.3s] [Music]
[2153.1s] [Applause]
[2156.7s] [Music]
[2162.8s] [Music]
[2245.4s] [Music]
[2254.7s] [Music]
[2300.5s] [Music]
[2338.9s] rafiki
[2347.6s] foreign
[2385.8s] [Music]
[2392.5s] [Music]
[2424.9s] [Music]
[2432.7s] [Music]
[2435.5s] foreign
[2548.8s] hey
[2572.5s] [Music]
[2583.9s] [Music]
[2601.4s] [Music]
[2633.7s] [Laughter]
[2646.8s] [Music]
[2653.8s] [Music]
[2674.2s] foreign
[2684.8s] [Music]
[2690.3s] [Music]
[2727.2s] [Music]
[2743.9s] foreign
[2768.1s] [Music]
[2806.8s] [Music]
[2849.2s] [Music]
[2884.4s] hey
[2907.6s] [Music]
[2924.0s] [Music]
[2933.5s] [Music]
[2997.7s] [Music]
[3003.8s] [Music]
[3023.9s] foreign
[3029.5s] [Music]
[3055.9s] [Applause]
[3080.2s] so
[3083.1s] [Music]
[3102.1s] [Music]
[3142.1s] [Music]
[3155.8s] [Music]
[3234.3s] hey
[3239.3s] [Music]
[3274.0s] foreign
[3276.9s] [Music]
[3287.8s] foreign
[3311.9s] [Music]
[3318.3s] foreign
[3335.3s] [Music]
[3340.6s] foreign
[3350.0s] [Music]
[3362.0s] [Music]
[3378.4s] [Music]
[3458.6s] everybody
[3466.9s] [Music]
[3509.6s] [Music]
[3520.9s] [Music]
[3532.4s] [Music]
[3548.8s] [Music]
[3550.4s] [Laughter]
[3604.0s] [Music]
[3625.9s] [Music]
[3642.2s] [Music]
[3655.5s] [Music]
[3657.9s] [Laughter]
[3674.0s] foreign
[3689.2s] [Music]
[3700.7s] [Music]
[3732.3s] [Music]
[3764.9s] foreign
[3769.4s] [Music]
[3792.3s] [Music]
[3830.3s] [Music]
[3866.7s] [Music]
[3892.6s] foreign
[3936.8s] [Music]
[3949.2s] [Music]
[3959.2s] [Music]
[3962.6s] foreign
[3974.0s] [Music]
[4058.7s] [Music]
[4074.7s] me
[4083.7s] [Music]
[4090.0s] [Music]
[4099.0s] united nations headquarter eastern
[4100.8s] central
[4106.1s] [Music]
[4132.7s] [Applause]
[4148.9s] [Music]
[4172.9s] [Music]
[4209.2s] [Music]
[4214.9s] foreign
[4241.7s] foreign
[4243.3s] [Music]
[4287.1s] [Music]
[4299.4s] [Music]
[4321.8s] [Music]
[4335.3s] [Music]
[4400.8s] [Music]
[4408.1s] [Applause]
[4440.8s] [Music]
[4446.8s] [Music]
[4453.7s] [Music]
[4484.2s] [Music]
[4501.4s] [Music]
[4522.8s] [Music]
[4557.5s] [Music]
[4575.9s] [Music]
[4594.1s] [Music]
[4605.2s] [Music]
[4611.6s] [Music]
[4619.6s] foreign
[4655.8s] [Music]
[4669.4s] [Music]
[4695.4s] [Music]
[4704.2s] [Music]
[4734.1s] [Music]
[4752.1s] [Music]
[4791.6s] [Music]
[4800.1s] [Music]
[4817.8s] [Music]
[4843.6s] m
[4866.1s] [Music]
[4871.0s] foreign
[4942.9s] okay
[4973.1s] [Music]
[4984.0s] foreign
[4988.5s] [Music]
[4997.2s] [Music]
[5000.5s] [Applause]
[5009.8s] foreign
[5036.4s] [Music]
[5039.4s] foreign
[5068.2s] foreign
[5074.8s] [Music]
[5092.0s] [Music]
[5136.1s] foreign
[5164.5s] [Music]
[5178.1s] [Music]
[5196.2s] [Music]
[5232.2s] [Music]
[5236.5s] foreign
[5238.2s] [Music]
[5246.6s] [Music]
[5260.9s] [Music]
[5291.7s] foreign
[5300.3s] [Music]
[5306.8s] video
[5338.2s] [Music]
[5350.2s] [Music]
[5359.5s] [Music]
[5361.4s] foreign
[5370.8s] [Music]
[5393.5s] [Music]
[5415.1s] [Music]
[5433.5s] [Music]
[5445.8s] [Music]
[5449.6s] [Laughter]
[5450.7s] [Music]
[5474.6s] as well
[5488.7s] what
[5547.5s] [Music]
[5557.8s] [Music]
[5581.4s] [Music]
[5601.1s] [Music]
[5621.3s] [Music]
[5628.4s] foreign
[5635.8s] [Music]
[5650.6s] [Music]
[5678.4s] [Music]
[5684.9s] [Music]
[5717.2s] [Music]
[5741.0s] [Music]
[5748.4s] [Music]
[5771.7s] [Music]
[5780.3s] [Music]
[5792.0s] [Music]
[5798.3s] [Applause]
[5801.7s] [Music]
[5819.1s] [Music]
[5826.4s] [Music]
[5838.8s] [Music]
[5852.8s] foreign
[5858.0s] [Music]
[5873.8s] [Music]
[5893.8s] out
[5899.7s] [Music]
[5904.6s] foreign
[5916.4s] [Music]
[5920.9s] foreign
[5922.5s] [Music]
[5935.2s] [Music]
[5960.2s] [Music]
[5962.1s] foreign
[5966.4s] [Music]
[5981.4s] [Music]
[6008.8s] [Music]
[6019.4s] [Music]
[6025.1s] [Applause]
[6025.2s] [Music]
[6043.4s] [Music]
[6048.2s] foreign
[6057.2s] [Music]
[6076.1s] foreign
[6090.2s] m
[6132.9s] foreign
[6149.3s] [Music]
[6152.0s] um
[6155.1s] [Music]
[6161.9s] [Music]
[6170.8s] [Applause]
[6172.1s] [Music]
[6173.3s] foreign
[6189.4s] they don't like that
[6193.2s] [Music]
[6216.2s] foreign
[6222.0s] [Music]
[6238.0s] [Music]
[6248.9s] [Music]
[6271.3s] [Music]
[6283.3s] [Music]
[6295.8s] [Music]
[6309.5s] [Music]
[6318.6s] so this product i think
[6322.0s] um
[6323.4s] it's it was
[6325.5s] made by
[6327.6s] mapperfield upfield i think in nairobi
[6330.5s] kenya in nairobi so this is blue bunch
[6335.0s] blue band whenever i cut the plastic
[6338.1s] that we knew before this is kind of
[6341.2s] hydrogenated
[6344.7s] [Applause]
[6349.5s] [Music]
[6356.8s] [Music]
[6368.1s] [Music]
[6371.4s] yeah
[6374.3s] um
[6375.2s] i want to
[6376.8s] do this with you to see my discovery
[6380.1s] okay
[6381.1s] so this is the blue bun so i caught it
[6383.9s] i put it in a pot
[6385.8s] with boiling water but this time around
[6387.5s] i'm gonna put it in a dish
[6389.6s] and i'm going to pour it in
[6391.4s] boiling water
[6393.6s] they say it's vegetable fat
[6396.0s] and it's very healthy it's very heavy
[6397.8s] and that's what we're going to discover
[6399.5s] okay
[6400.6s] what they say
[6403.1s] so this is boiling water
[6405.6s] [Music]
[6412.0s] i hear you
[6414.3s] [Music]
[6426.5s] like when you pour it in water it's
[6428.2s] supposed to melt
[6429.7s] are you a chinese bun doesn't melt
[6433.9s] so what is it
[6437.7s] when we when you eat this blueberry
[6445.4s] [Music]
[6450.7s] [Music]
[6458.7s] [Music]
[6465.3s] [Music]
[6475.6s] [Music]
[6519.7s] [Music]
[6531.3s] [Music]
[6538.8s] is all right it is said to be popular in
[6542.4s] a section of nakuru it turns out however
[6545.0s] that this specific brand of yogurt is
[6547.5s] nothing close to the real yogurt yes
[6550.8s] with a tail
[6552.1s] with fake yogurt
[6556.1s] it is this particular bottle of yogurt
[6558.8s] sending waves of concern in nakuru town
[6561.9s] goes by the market name optimum and
[6564.2s] produced by optimum dairy products
[6566.7s] public health officials are warned that
[6568.6s] while it is in market shares as a yogurt
[6571.0s] the product allegedly contains no drop
[6574.1s] of milk in it
[6575.8s] the health officials raided the
[6577.4s] production house of the product
[6579.0s] revealing that its ingredients include
[6581.7s] cornflour a product specially made for
[6584.5s] thickening soups sauces and gravies as
[6587.0s] well as henna a product that is used for
[6589.5s] decorating nails mostly by women
[6595.5s] [Music]
[6604.8s] [Music]
[6617.4s] [Music]
[6621.4s] foreign
[6637.0s] daniel chapter 1 verse 8.
[6639.5s] daniel chapter 1 verse 8
[6646.1s] [Music]
[6658.2s] [Music]
[6675.0s] [Music]
[6697.3s] [Music]
[6712.1s] [Music]
[6719.7s] [Music]
[6728.2s] [Applause]
[6730.5s] [Music]
[6744.4s] [Music]
[6761.1s] [Music]
[6773.0s] [Music]
[6802.4s] [Music]
[6829.7s] [Music]
[6832.4s] very healthy
[6838.9s] [Music]
[6887.1s] [Music]
[6908.9s] [Music]
[6916.1s] [Music]
[6922.7s] [Music]
[6934.4s] [Music]
[6944.9s] [Music]
[6965.5s] [Music]
[6990.5s] [Music]
[6998.9s] [Music]
[7006.1s] [Music]
[7024.4s] [Music]
[7041.5s] [Music]
[7058.1s] [Music]
[7081.2s] [Music]
[7098.6s] [Applause]
[7107.4s] [Music]
[7137.9s] [Music]
[7161.6s] [Music]
[7196.7s] foreign
[7227.2s] [Music]
[7252.6s] you
[7256.4s] [Applause]
[7259.6s] [Music]
[7267.2s] supermarket
[7273.7s] [Music]
[7283.9s] [Music]
[7284.4s] [Applause]
[7295.6s] [Music]
[7315.5s] [Music]
[7333.2s] [Music]
[7344.2s] [Music]
[7350.6s] sausage
[7360.3s] [Applause]
[7360.4s] [Music]
[7363.6s] [Applause]
[7370.2s] [Music]
[7375.3s] [Applause]
[7377.6s] [Music]
[7386.4s] [Music]
[7387.5s] [Applause]
[7388.1s] [Music]
[7397.8s] [Music]
[7398.3s] [Applause]
[7401.6s] foreign
[7404.9s] [Applause]
[7408.3s] [Music]
[7409.6s] [Applause]
[7410.3s] [Music]
[7424.9s] [Music]
[7447.6s] [Applause]
[7448.2s] [Music]
[7465.7s] [Music]
[7527.9s] [Applause]
[7528.1s] [Music]
[7531.8s] foreign
[7533.7s] [Music]
[7541.2s] [Music]
[7559.3s] you will know a woman who has just
[7561.0s] stepped out of a salon
[7563.1s] happy with the results a woman who knows
[7566.1s] she looks good
[7569.3s] it's in the way she walks
[7571.0s] the way she looks
[7574.0s] that has caught your attention
[7587.6s] [Music]
[7594.6s] [Music]
[7600.6s] is
[7606.9s] 200 kilometers north of new delhi india
[7609.2s] india
[7611.2s] 30 year old
[7612.6s] kumar tucker and mother ganga bank
[7615.2s] tucker are having their heads
[7631.0s] the gods sacrificed his soul
[7640.6s] the conversation that is their hair is
[7642.3s] thus irrelevant as the scorching heat on
[7645.3s] their now balding heads their journeys
[7653.8s] [Music]
[7672.6s] [Music]
[7678.0s] it is this way that the people truly
[7680.2s] believe that they have given her this
[7690.0s] [Music]
[7713.0s] [Music]
[7721.7s] temple in india's andhra prada is not
[7724.0s] only considered the richest temple in
[7726.0s] the world evident even in its structure
[7728.9s] but also the world's most visited place
[7731.8s] of worship
[7734.5s] is in this holy place daily to seek
[7736.6s] favors from the gods
[7738.6s] [Music]
[7756.8s] yeah in a temple where photography is
[7759.8s] prohibited we have to pose as clueless
[7762.2s] tourists to follow the hundreds
[7768.7s] as a sign of religious devotion or
[7771.0s] humility allowing us to talk to
[7773.4s] thousands of men and women people who
[7775.8s] have no idea where their hair is going
[7778.7s] or how much it's worth but who
[7781.0s] diligently go under the shock razor with
[7783.7s] only the belief that their
[7795.2s] 75 000 kilograms of hair each year most
[7798.9s] of which is auctioned at the cost of 35
[7802.2s] million dollars approximately 2.9
[7805.4s] billion
[7806.6s] in numerous countries 2.9 billion
[7817.5s] [Music]
[7825.8s] [Music]
[7849.8s] [Music]
[7861.9s] [Music]
[7873.9s] [Music]
[7897.6s] [Music]
[7922.2s] foreign
[7931.5s] [Laughter]
[7953.7s] [Music]
[8010.6s] [Music]
[8031.5s] [Music]
[8036.1s] okay
[8037.3s] [Music]
[8056.1s] [Music]
[8086.8s] [Music]
[8099.4s] there is something today the holy spirit
[8101.4s] is moving now there is something today
[8103.9s] in the household there is something
[8105.9s] today
[8141.7s] [Music]
[8150.5s] [Music]
[8171.7s] [Music]
[8182.3s] [Music]
[8193.5s] [Music]
[8203.0s] foreign
[8206.5s] [Music]
[8213.5s] [Music]
[8231.7s] foreign
[8245.4s] foreign
[8247.5s] [Music]
[8277.5s] [Music]
[8304.1s] [Music]
[8312.1s] [Music]
[8321.6s] [Music]
[8326.2s] but
[8329.1s] [Music]
[8370.1s] [Music]
[8380.8s] [Applause]
[8388.5s] [Music]
[8400.7s] yes
[8406.7s] [Music]
[8422.2s] foreign
[8426.6s] [Music]
[8433.7s] [Music]
[8439.4s] foreign
[8443.3s] [Music]
[8464.1s] [Music]
[8509.0s] [Laughter]
[8521.9s] [Music]
[8537.5s] foreign
[8547.4s] [Music]
[8557.3s] [Music]
[8573.3s] [Music]
[8584.0s] [Laughter]
[8616.4s] [Music]
[8621.0s] foreign
[8627.6s] [Music]
[8646.3s] [Music]
[8654.0s] [Music]
[8687.0s] [Music]
[8694.1s] [Applause]
[8712.5s] [Music]
[8723.0s] [Music]
[8757.3s] [Applause]
[8766.8s] [Music]
[8775.7s] [Music]
[8805.2s] um
[8813.7s] [Music]
[8830.4s] foreign
[8848.4s] foreign
[8862.9s] [Music]
[8881.2s] [Music]
[8889.9s] [Music]
[8928.0s] me
[8949.5s] [Music]
[8964.8s] [Music]
[8972.2s] foreign
[8998.8s] [Music]
[9006.9s] [Music]
[9014.0s] [Music]
[9020.0s] [Music]
[9033.0s] [Music]
[9041.6s] jesus
[9055.3s] is
[9059.0s] [Music]
[9076.8s] [Applause]
[9079.4s] okay
[9081.8s] [Music]
[9088.2s] [Applause]
[9097.7s] [Music]
[9102.0s] [Applause]
[9108.1s] [Music]
[9109.1s] [Applause]
[9119.9s] [Music]
[9124.0s] [Applause]
[9125.8s] [Music]
[9128.3s] foreign
[9154.3s] [Music]
[9156.1s] foreign
[9184.1s] [Music]
[9195.9s] [Music]
[9207.1s] [Music]
[9215.9s] [Music]
[9221.2s] [Music]
[9257.8s] [Music]
[9282.1s] [Music]
[9305.0s] [Music]
[9322.8s] oh
[9352.7s] m
[9364.3s] [Music]
[9371.2s] [Music]
[9377.0s] foreign
[9383.2s] [Music]
[9425.4s] [Music]
[9433.6s] foreign
[9445.3s] [Music]
[9448.9s] [Laughter]
[9463.4s] [Applause]
[9467.3s] [Music]
[9477.3s] [Music]
[9483.1s] [Music]
[9495.9s] [Applause]
[9517.0s] [Music]
[9529.5s] [Music]
[9535.3s] [Music]
[9546.6s] [Music]
[9559.0s] foreign
[9563.2s] [Music]
[9590.4s] is
[9636.5s] [Music]
[9688.6s] foreign
[9692.3s] [Music]
[9705.8s] [Music]
[9734.8s] [Music]
[9752.8s] foreign
[9755.8s] [Applause]
[9761.8s] [Laughter]
[9763.8s] [Music]
[9772.3s] come on
[9773.8s] [Applause]
[9776.1s] [Music]
[9789.5s] [Music]
[9800.6s] coca-cola
[9815.2s] [Laughter]
[9816.1s] [Music]
[9826.0s] [Music]
[9845.2s] [Music]
[9855.9s] [Music]
[9871.3s] [Music]
[9898.8s] oh
[9907.1s] welcome
[9929.2s] [Music]
[9976.5s] [Music]
[9981.9s] [Music]
[10006.4s] foreign
[10050.0s] [Music]
[10069.0s] [Music]
[10086.0s] [Music]
[10106.6s] [Music]
[10132.3s] [Music]
[10169.8s] [Music]
[10208.8s] [Laughter]
[10214.8s] [Music]
[10220.9s] foreign
[10231.6s] [Music]
[10235.1s] you
[10245.4s] [Music]
[10254.6s] [Music]
[10268.5s] [Music]
[10281.4s] [Music]
[10290.1s] [Music]
